Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR17469945	Sequencing data of HG01494	Illumina MiSeq	1159	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469945/SRR17469945.sra	SRR17469945.sra	SRR17469945_Sequencing_data_of_HG01494.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/045/SRR17469945/SRR17469945_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/045/SRR17469945/SRR17469945_2.fastq.gz	SRR17469945_2.fastq.gz	SRR17469945_Sequencing_data_of_HG01494_2.fastq.gz
SRR17469942	Sequencing data of NA18923	Illumina MiSeq	1111	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469942/SRR17469942.sra	SRR17469942.sra	SRR17469942_Sequencing_data_of_NA18923.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/042/SRR17469942/SRR17469942_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/042/SRR17469942/SRR17469942_1.fastq.gz	SRR17469942_1.fastq.gz	SRR17469942_Sequencing_data_of_NA18923_1.fastq.gz
SRR17469942	Sequencing data of NA18923	Illumina MiSeq	1111	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469942/SRR17469942.sra	SRR17469942.sra	SRR17469942_Sequencing_data_of_NA18923.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/042/SRR17469942/SRR17469942_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/042/SRR17469942/SRR17469942_2.fastq.gz	SRR17469942_2.fastq.gz	SRR17469942_Sequencing_data_of_NA18923_2.fastq.gz
SRR17469943	Sequencing data of NA18488	Illumina MiSeq	971	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469943/SRR17469943.sra	SRR17469943.sra	SRR17469943_Sequencing_data_of_NA18488.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/043/SRR17469943/SRR17469943_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/043/SRR17469943/SRR17469943_1.fastq.gz	SRR17469943_1.fastq.gz	SRR17469943_Sequencing_data_of_NA18488_1.fastq.gz
SRR17469943	Sequencing data of NA18488	Illumina MiSeq	971	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469943/SRR17469943.sra	SRR17469943.sra	SRR17469943_Sequencing_data_of_NA18488.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/043/SRR17469943/SRR17469943_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/043/SRR17469943/SRR17469943_2.fastq.gz	SRR17469943_2.fastq.gz	SRR17469943_Sequencing_data_of_NA18488_2.fastq.gz
SRR17469941	Sequencing data of NA18924	Illumina MiSeq	1060	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469941/SRR17469941.sra	SRR17469941.sra	SRR17469941_Sequencing_data_of_NA18924.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/041/SRR17469941/SRR17469941_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/041/SRR17469941/SRR17469941_1.fastq.gz	SRR17469941_1.fastq.gz	SRR17469941_Sequencing_data_of_NA18924_1.fastq.gz
SRR17469941	Sequencing data of NA18924	Illumina MiSeq	1060	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469941/SRR17469941.sra	SRR17469941.sra	SRR17469941_Sequencing_data_of_NA18924.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/041/SRR17469941/SRR17469941_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/041/SRR17469941/SRR17469941_2.fastq.gz	SRR17469941_2.fastq.gz	SRR17469941_Sequencing_data_of_NA18924_2.fastq.gz
SRR17469940	Sequencing data of NA19092	Illumina MiSeq	995	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469940/SRR17469940.sra	SRR17469940.sra	SRR17469940_Sequencing_data_of_NA19092.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/040/SRR17469940/SRR17469940_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/040/SRR17469940/SRR17469940_1.fastq.gz	SRR17469940_1.fastq.gz	SRR17469940_Sequencing_data_of_NA19092_1.fastq.gz
SRR17469940	Sequencing data of NA19092	Illumina MiSeq	995	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469940/SRR17469940.sra	SRR17469940.sra	SRR17469940_Sequencing_data_of_NA19092.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/040/SRR17469940/SRR17469940_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/040/SRR17469940/SRR17469940_2.fastq.gz	SRR17469940_2.fastq.gz	SRR17469940_Sequencing_data_of_NA19092_2.fastq.gz
SRR17469938	Sequencing data of NA19223	Illumina MiSeq	976	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469938/SRR17469938.sra	SRR17469938.sra	SRR17469938_Sequencing_data_of_NA19223.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/038/SRR17469938/SRR17469938_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/038/SRR17469938/SRR17469938_1.fastq.gz	SRR17469938_1.fastq.gz	SRR17469938_Sequencing_data_of_NA19223_1.fastq.gz
SRR17469938	Sequencing data of NA19223	Illumina MiSeq	976	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469938/SRR17469938.sra	SRR17469938.sra	SRR17469938_Sequencing_data_of_NA19223.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/038/SRR17469938/SRR17469938_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/038/SRR17469938/SRR17469938_2.fastq.gz	SRR17469938_2.fastq.gz	SRR17469938_Sequencing_data_of_NA19223_2.fastq.gz
SRR17469937	Sequencing data of NA19658	Illumina MiSeq	1104	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469937/SRR17469937.sra	SRR17469937.sra	SRR17469937_Sequencing_data_of_NA19658.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/037/SRR17469937/SRR17469937_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/037/SRR17469937/SRR17469937_1.fastq.gz	SRR17469937_1.fastq.gz	SRR17469937_Sequencing_data_of_NA19658_1.fastq.gz
SRR17469937	Sequencing data of NA19658	Illumina MiSeq	1104	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469937/SRR17469937.sra	SRR17469937.sra	SRR17469937_Sequencing_data_of_NA19658.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/037/SRR17469937/SRR17469937_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/037/SRR17469937/SRR17469937_2.fastq.gz	SRR17469937_2.fastq.gz	SRR17469937_Sequencing_data_of_NA19658_2.fastq.gz
SRR17469935	Sequencing data of HG00273	Illumina MiSeq	1300	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469935/SRR17469935.sra	SRR17469935.sra	SRR17469935_Sequencing_data_of_HG00273.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/035/SRR17469935/SRR17469935_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/035/SRR17469935/SRR17469935_1.fastq.gz	SRR17469935_1.fastq.gz	SRR17469935_Sequencing_data_of_HG00273_1.fastq.gz
SRR17469935	Sequencing data of HG00273	Illumina MiSeq	1300	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469935/SRR17469935.sra	SRR17469935.sra	SRR17469935_Sequencing_data_of_HG00273.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/035/SRR17469935/SRR17469935_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/035/SRR17469935/SRR17469935_2.fastq.gz	SRR17469935_2.fastq.gz	SRR17469935_Sequencing_data_of_HG00273_2.fastq.gz
SRR17469936	Sequencing data of NA19746	Illumina MiSeq	1088	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469936/SRR17469936.sra	SRR17469936.sra	SRR17469936_Sequencing_data_of_NA19746.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/036/SRR17469936/SRR17469936_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/036/SRR17469936/SRR17469936_1.fastq.gz	SRR17469936_1.fastq.gz	SRR17469936_Sequencing_data_of_NA19746_1.fastq.gz
SRR17469936	Sequencing data of NA19746	Illumina MiSeq	1088	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469936/SRR17469936.sra	SRR17469936.sra	SRR17469936_Sequencing_data_of_NA19746.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/036/SRR17469936/SRR17469936_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/036/SRR17469936/SRR17469936_2.fastq.gz	SRR17469936_2.fastq.gz	SRR17469936_Sequencing_data_of_NA19746_2.fastq.gz
SRR17469939	Sequencing data of NA19197	Illumina MiSeq	945	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469939/SRR17469939.sra	SRR17469939.sra	SRR17469939_Sequencing_data_of_NA19197.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/039/SRR17469939/SRR17469939_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/039/SRR17469939/SRR17469939_1.fastq.gz	SRR17469939_1.fastq.gz	SRR17469939_Sequencing_data_of_NA19197_1.fastq.gz
SRR17469939	Sequencing data of NA19197	Illumina MiSeq	945	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469939/SRR17469939.sra	SRR17469939.sra	SRR17469939_Sequencing_data_of_NA19197.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/039/SRR17469939/SRR17469939_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/039/SRR17469939/SRR17469939_2.fastq.gz	SRR17469939_2.fastq.gz	SRR17469939_Sequencing_data_of_NA19197_2.fastq.gz
SRR17469934	Sequencing data of NA19747	Illumina MiSeq	1203	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469934/SRR17469934.sra	SRR17469934.sra	SRR17469934_Sequencing_data_of_NA19747.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/034/SRR17469934/SRR17469934_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/034/SRR17469934/SRR17469934_1.fastq.gz	SRR17469934_1.fastq.gz	SRR17469934_Sequencing_data_of_NA19747_1.fastq.gz
SRR17469934	Sequencing data of NA19747	Illumina MiSeq	1203	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469934/SRR17469934.sra	SRR17469934.sra	SRR17469934_Sequencing_data_of_NA19747.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/034/SRR17469934/SRR17469934_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/034/SRR17469934/SRR17469934_2.fastq.gz	SRR17469934_2.fastq.gz	SRR17469934_Sequencing_data_of_NA19747_2.fastq.gz
SRR17469933	Sequencing data of NA19749	Illumina MiSeq	1156	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469933/SRR17469933.sra	SRR17469933.sra	SRR17469933_Sequencing_data_of_NA19749.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/033/SRR17469933/SRR17469933_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/033/SRR17469933/SRR17469933_1.fastq.gz	SRR17469933_1.fastq.gz	SRR17469933_Sequencing_data_of_NA19749_1.fastq.gz
SRR17469933	Sequencing data of NA19749	Illumina MiSeq	1156	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469933/SRR17469933.sra	SRR17469933.sra	SRR17469933_Sequencing_data_of_NA19749.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/033/SRR17469933/SRR17469933_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/033/SRR17469933/SRR17469933_2.fastq.gz	SRR17469933_2.fastq.gz	SRR17469933_Sequencing_data_of_NA19749_2.fastq.gz
SRR17469930	Sequencing data of NA19777	Illumina MiSeq	1144	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469930/SRR17469930.sra	SRR17469930.sra	SRR17469930_Sequencing_data_of_NA19777.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/030/SRR17469930/SRR17469930_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/030/SRR17469930/SRR17469930_1.fastq.gz	SRR17469930_1.fastq.gz	SRR17469930_Sequencing_data_of_NA19777_1.fastq.gz
SRR17469930	Sequencing data of NA19777	Illumina MiSeq	1144	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469930/SRR17469930.sra	SRR17469930.sra	SRR17469930_Sequencing_data_of_NA19777.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/030/SRR17469930/SRR17469930_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/030/SRR17469930/SRR17469930_2.fastq.gz	SRR17469930_2.fastq.gz	SRR17469930_Sequencing_data_of_NA19777_2.fastq.gz
SRR17469932	Sequencing data of NA19759	Illumina MiSeq	942	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469932/SRR17469932.sra	SRR17469932.sra	SRR17469932_Sequencing_data_of_NA19759.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/032/SRR17469932/SRR17469932_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/032/SRR17469932/SRR17469932_1.fastq.gz	SRR17469932_1.fastq.gz	SRR17469932_Sequencing_data_of_NA19759_1.fastq.gz
SRR17469932	Sequencing data of NA19759	Illumina MiSeq	942	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469932/SRR17469932.sra	SRR17469932.sra	SRR17469932_Sequencing_data_of_NA19759.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/032/SRR17469932/SRR17469932_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/032/SRR17469932/SRR17469932_2.fastq.gz	SRR17469932_2.fastq.gz	SRR17469932_Sequencing_data_of_NA19759_2.fastq.gz
SRR17469928	Sequencing data of NA19780	Illumina MiSeq	1121	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469928/SRR17469928.sra	SRR17469928.sra	SRR17469928_Sequencing_data_of_NA19780.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/028/SRR17469928/SRR17469928_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/028/SRR17469928/SRR17469928_1.fastq.gz	SRR17469928_1.fastq.gz	SRR17469928_Sequencing_data_of_NA19780_1.fastq.gz
SRR17469928	Sequencing data of NA19780	Illumina MiSeq	1121	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469928/SRR17469928.sra	SRR17469928.sra	SRR17469928_Sequencing_data_of_NA19780.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/028/SRR17469928/SRR17469928_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/028/SRR17469928/SRR17469928_2.fastq.gz	SRR17469928_2.fastq.gz	SRR17469928_Sequencing_data_of_NA19780_2.fastq.gz
SRR17469931	Sequencing data of NA19761	Illumina MiSeq	1093	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469931/SRR17469931.sra	SRR17469931.sra	SRR17469931_Sequencing_data_of_NA19761.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/031/SRR17469931/SRR17469931_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/031/SRR17469931/SRR17469931_1.fastq.gz	SRR17469931_1.fastq.gz	SRR17469931_Sequencing_data_of_NA19761_1.fastq.gz
SRR17469931	Sequencing data of NA19761	Illumina MiSeq	1093	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469931/SRR17469931.sra	SRR17469931.sra	SRR17469931_Sequencing_data_of_NA19761.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/031/SRR17469931/SRR17469931_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/031/SRR17469931/SRR17469931_2.fastq.gz	SRR17469931_2.fastq.gz	SRR17469931_Sequencing_data_of_NA19761_2.fastq.gz
SRR17469929	Sequencing data of NA19779	Illumina MiSeq	1067	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469929/SRR17469929.sra	SRR17469929.sra	SRR17469929_Sequencing_data_of_NA19779.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/029/SRR17469929/SRR17469929_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/029/SRR17469929/SRR17469929_1.fastq.gz	SRR17469929_1.fastq.gz	SRR17469929_Sequencing_data_of_NA19779_1.fastq.gz
SRR17469929	Sequencing data of NA19779	Illumina MiSeq	1067	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469929/SRR17469929.sra	SRR17469929.sra	SRR17469929_Sequencing_data_of_NA19779.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/029/SRR17469929/SRR17469929_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/029/SRR17469929/SRR17469929_2.fastq.gz	SRR17469929_2.fastq.gz	SRR17469929_Sequencing_data_of_NA19779_2.fastq.gz
SRR17469927	Sequencing data of NA19782	Illumina MiSeq	1059	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469927/SRR17469927.sra	SRR17469927.sra	SRR17469927_Sequencing_data_of_NA19782.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/027/SRR17469927/SRR17469927_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/027/SRR17469927/SRR17469927_1.fastq.gz	SRR17469927_1.fastq.gz	SRR17469927_Sequencing_data_of_NA19782_1.fastq.gz
SRR17469927	Sequencing data of NA19782	Illumina MiSeq	1059	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469927/SRR17469927.sra	SRR17469927.sra	SRR17469927_Sequencing_data_of_NA19782.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/027/SRR17469927/SRR17469927_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/027/SRR17469927/SRR17469927_2.fastq.gz	SRR17469927_2.fastq.gz	SRR17469927_Sequencing_data_of_NA19782_2.fastq.gz
SRR17469925	Sequencing data of NA20276	Illumina MiSeq	1167	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469925/SRR17469925.sra	SRR17469925.sra	SRR17469925_Sequencing_data_of_NA20276.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/025/SRR17469925/SRR17469925_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/025/SRR17469925/SRR17469925_1.fastq.gz	SRR17469925_1.fastq.gz	SRR17469925_Sequencing_data_of_NA20276_1.fastq.gz
SRR17469925	Sequencing data of NA20276	Illumina MiSeq	1167	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469925/SRR17469925.sra	SRR17469925.sra	SRR17469925_Sequencing_data_of_NA20276.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/025/SRR17469925/SRR17469925_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/025/SRR17469925/SRR17469925_2.fastq.gz	SRR17469925_2.fastq.gz	SRR17469925_Sequencing_data_of_NA20276_2.fastq.gz
SRR17469924	Sequencing data of HG00844	Illumina MiSeq	1344	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469924/SRR17469924.sra	SRR17469924.sra	SRR17469924_Sequencing_data_of_HG00844.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/024/SRR17469924/SRR17469924_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/024/SRR17469924/SRR17469924_1.fastq.gz	SRR17469924_1.fastq.gz	SRR17469924_Sequencing_data_of_HG00844_1.fastq.gz
SRR17469924	Sequencing data of HG00844	Illumina MiSeq	1344	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469924/SRR17469924.sra	SRR17469924.sra	SRR17469924_Sequencing_data_of_HG00844.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/024/SRR17469924/SRR17469924_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/024/SRR17469924/SRR17469924_2.fastq.gz	SRR17469924_2.fastq.gz	SRR17469924_Sequencing_data_of_HG00844_2.fastq.gz
SRR17469926	Sequencing data of NA20126	Illumina MiSeq	1664	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469926/SRR17469926.sra	SRR17469926.sra	SRR17469926_Sequencing_data_of_NA20126.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/026/SRR17469926/SRR17469926_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/026/SRR17469926/SRR17469926_1.fastq.gz	SRR17469926_1.fastq.gz	SRR17469926_Sequencing_data_of_NA20126_1.fastq.gz
SRR17469926	Sequencing data of NA20126	Illumina MiSeq	1664	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469926/SRR17469926.sra	SRR17469926.sra	SRR17469926_Sequencing_data_of_NA20126.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/026/SRR17469926/SRR17469926_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/026/SRR17469926/SRR17469926_2.fastq.gz	SRR17469926_2.fastq.gz	SRR17469926_Sequencing_data_of_NA20126_2.fastq.gz
SRR17469923	Sequencing data of NA20278	Illumina MiSeq	1055	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469923/SRR17469923.sra	SRR17469923.sra	SRR17469923_Sequencing_data_of_NA20278.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/023/SRR17469923/SRR17469923_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/023/SRR17469923/SRR17469923_1.fastq.gz	SRR17469923_1.fastq.gz	SRR17469923_Sequencing_data_of_NA20278_1.fastq.gz
SRR17469923	Sequencing data of NA20278	Illumina MiSeq	1055	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469923/SRR17469923.sra	SRR17469923.sra	SRR17469923_Sequencing_data_of_NA20278.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/023/SRR17469923/SRR17469923_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/023/SRR17469923/SRR17469923_2.fastq.gz	SRR17469923_2.fastq.gz	SRR17469923_Sequencing_data_of_NA20278_2.fastq.gz
SRR17469922	Sequencing data of NA20281	Illumina MiSeq	975	1641448800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR174/SRR17469922/SRR17469922.sra	SRR17469922.sra	SRR17469922_Sequencing_data_of_NA20281.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/022/SRR17469922/SRR17469922_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR174/022/SRR17469922/SRR17469922_1.fastq.gz	SRR17469922_1.fastq.gz	SRR17469922_Sequencing_data_of_NA20281_1.fastq.gz
